会员卡号,入会时间,性别,会员卡级别,工作地,所属国家,年龄
7764,2010/12/22,男,4,青森,JP,58
45420,2012/6/26,男,4,广东,CN,37
30342,2008/6/7,男,4,广东,CN,48
48787,2009/3/29,女,4,河南,CN,43
47268,2005/5/30,男,4,,CN,39
50664,2012/10/8,男,4,广东,CN,40
47672,2008/2/7,男,4,广东,CN,34
21548,2008/8/13,女,4,北京,CN,36
3419,2008/9/14,男,4,北京,CN,48
55879,2012/8/30,男,4,安徽,CN,44
15428,2012/3/17,男,4,吉林,CN,50
19302,2007/4/17,男,4,北京,CN,36
20132,2004/11/27,男,4,广东省,CN,39
55095,2007/1/9,男,4,广东,CN,41
11380,2007/4/25,男,4,江苏,CN,47
47924,2007/12/20,男,4,广东,CN,33
40915,2011/1/30,男,4,,JP,60
8762,2007/7/3,男,4,黑龙江,CN,46
16122,2012/12/31,男,4,辽宁,CN,41
8607,2007/3/2,女,4,上海,CN,52
53790,2008/2/20,男,4,吉林,CN,63
14139,2011/5/11,女,4,广东,CN,29
2005,2004/11/22,男,4,北京市,CN,40
37717,2012/5/16,女,4,陕西省,CN,38
6975,2012/11/20,男,4,广东,CN,29
31226,2009/12/7,男,4,QUEBEC,CA,58
13016,2009/2/17,男,5,吉林,CN,39
20355,2005/7/27,女,4,广东,CN,38
51811,2012/9/9,男,4,湖北,CN,39
41491,2011/5/2,男,4,上海,CN,40
15299,2012/1/14,男,4,吉林,CN,29
59653,2011/10/4,男,4,广东,CN,41
20786,2007/10/14,男,4,江苏,CN,39
9749,2006/7/16,男,4,,CN,51
18944,2005/10/31,男,4,上海,CN,40
8893,2007/3/21,男,4,新疆,CN,37
23513,2010/4/17,男,4,广东,CN,54
20851,2007/10/13,男,4,上海,CN,47
53958,2006/4/25,男,4,新疆,CN,47
8793,2008/1/2,男,4,黑龙江,CN,47
3395,2010/3/12,男,4,湖北,CN,45
21086,2008/3/13,女,4,广东,CN,38
12953,2009/4/3,女,4,江苏,CN,44
52679,2010/8/24,女,4,广东,CN,56
45570,2005/12/6,男,4,,HK,44
33098,2012/1/23,男,4,北京,CN,35
4394,2010/12/16,女,4,广东,CN,24
7698,2010/9/30,女,4,广东,CN,34
15950,2012/11/17,男,4,辽宁,CN,47
21204,2008/4/20,男,4,广东,CN,42
20307,2005/5/30,男,4,。,CN,62
52683,2009/7/7,男,4,辽宁省,CN,47
29072,2005/1/25,女,4,广东,CN,50
45371,2012/2/27,男,4,北京,CN,36
56140,2005/2/4,男,4,广东,CN,55
46018,2006/12/14,男,4,宁夏回族自,CN,62
5759,2012/3/28,女,4,广东,CN,57
62616,2007/6/21,男,4,辽宁省,CN,42
61593,2010/6/19,男,4,辽宁,CN,38
22721,2011/2/20,男,4,上海,CN,47
24039,2011/11/15,男,4,广东,CN,35
44211,2012/10/13,女,4,黑龙江,CN,24
4796,2010/6/5,男,4,辽宁,CN,48
1542,2011/7/28,男,4,广东,CN,32
31524,2010/10/1,男,4,广东,CN,33
51152,2012/11/25,男,4,黑龙江,CN,41
38028,2004/12/26,女,4,湖北省,CN,42
25871,2009/11/10,女,4,吉林,CN,60
35602,2007/9/23,男,4,辽宁,CN,38
45330,2011/10/31,女,4,广东,CN,30
53312,2012/1/21,男,4,新疆,CN,47
32118,2011/9/22,男,4,.,CN,38
57531,2008/8/29,女,4,贵州,CN,32
61926,2012/5/15,女,4,广东,CN,61
28397,2010/2/7,男,4,广东,CN,39
45593,2006/1/6,男,4,广东,CN,53
19016,2006/9/26,男,4,江西,CN,65
27194,2010/11/29,男,4,辽宁,CN,39
18085,2007/11/29,男,4,.,CN,50
56998,2007/11/1,男,4,上海,CN,65
12921,2010/7/18,男,4,上海,CN,46
34593,2010/5/13,男,4,辽宁,CN,33
11797,2008/1/9,男,4,广东,CN,36
62628,2006/11/7,男,4,吉林,CN,41
25718,2006/6/16,男,4,云南,CN,46
30784,2009/3/13,男,4,广东,CN,40
35940,2007/7/24,男,4,新疆,CN,46
2232,2005/6/29,男,4,广东,CN,48
56160,2005/3/4,男,4,广东,CN,34
23260,2012/11/30,女,4,TPHCM,VN,45
24494,2012/7/28,女,4,北京,CN,36
56706,2007/10/25,男,4,广东,CN,26
57823,2008/12/28,女,4,上海,CN,30
16342,2013/1/21,女,5,CALIFORNIA,US,31
13450,2009/12/13,男,4,北京,CN,44
20300,2005/5/24,男,4,北京,CN,37
33359,2012/3/14,男,4,上海,CN,31
26964,2006/4/29,男,4,新疆,CN,50
14766,2011/8/4,男,4,新疆,CN,41
55808,2012/6/15,男,4,北京,CN,30
19049,2006/11/1,女,4,广东,CN,35
5105,2011/3/30,男,4,广东,CN,34
5465,2011/6/6,女,4,LA,CN,72
5928,2012/5/16,女,4,CA,US,81
10832,2012/11/11,男,4,CALIFORNIA,US,17
22728,2011/3/4,女,4,CA,US,65
23984,2012/9/3,男,4,,US,54
31608,2011/3/4,男,4,CA,US,65
32904,2012/5/13,女,4,CA,US,33
41605,2012/4/19,男,4,CA,US,28
18036,2006/6/15,男,4,北京,CN,50
59855,2012/6/20,女,4,广东,CN,36
22157,2012/4/30,男,4,北京,CN,45
44729,2007/7/11,男,4,辽宁,CN,46
45816,2006/7/27,男,4,广东,CN,34
49571,2010/6/1,男,4,北京,CN,52
11265,2005/8/6,男,4,北京,CN,51
62258,2009/10/17,男,4,北京,CN,42
34799,2010/7/30,男,4,辽宁省,CN,45
47669,2007/8/9,男,4,广东,CN,54
4240,2009/8/17,男,4,,CN,35
27149,2010/9/9,男,4,河南,CN,29
14054,2010/11/21,男,4,,HK,44
37138,2007/5/5,男,4,广东,CN,38
55017,2006/11/20,男,4,北京,CN,54
46493,2010/7/16,男,5,河南,CN,42
13984,2011/2/25,男,4,广东,CN,46
13083,2009/1/5,男,5,广东,CN,38
5134,2011/6/24,男,4,.,HK,44
60255,2012/1/24,男,4,上海,CN,45
35636,2007/11/19,男,4,辽宁,CN,50
4559,2010/5/3,男,5,广东,CN,31
12926,2009/2/12,男,4,广东,CN,30
4673,2010/7/27,男,4,MALABON,PH,57
57621,2008/10/16,男,4,,SG,50
49736,2010/8/3,男,4,广东,CN,30
10617,2012/2/9,男,4,广东,CN,39
40386,2010/12/17,女,4,广东,CN,47
15989,2012/10/31,男,4,湖北,CN,34
18161,2009/12/15,男,4,河南,CN,47
40832,2011/5/26,男,4,湖北,CN,35
39021,2008/2/24,女,4,,CN,30
59976,2012/2/23,女,4,重庆,CN,33
19546,2010/3/31,男,4,九龙,HK,62
31780,2010/10/29,男,4,陕西,CN,45
52877,2011/4/29,女,4,辽宁,CN,45
13824,2010/10/28,男,4,广东,CN,30
19941,2012/9/26,男,4,辽宁,CN,28
55656,2011/8/17,男,4,上海,CN,30
27067,2008/10/15,男,4,新疆,CN,43
46251,2007/6/2,男,4,北京,CN,43
45013,2008/1/24,女,4,新疆,CN,35
13949,2010/12/3,男,4,上海,CN,38
27376,2011/11/30,男,4,北京,CN,29
4558,2010/5/10,男,4,广东,CN,34
16811,2009/11/11,女,4,吉林,CN,40
60928,2012/11/24,男,5,湖北,CN,60
39187,2008/5/23,男,4,广东,CN,42
22305,2009/10/27,男,4,湖北,CN,46
13531,2009/12/31,女,4,广东,CN,43
19764,2011/11/9,男,4,广东,CN,33
51089,2011/11/21,男,4,辽宁,CN,48
26759,2007/12/12,男,4,辽宁,CN,45
50476,2011/5/23,女,4,广东,CN,34
20327,2005/6/25,男,4,北京,CN,54
15468,2012/6/12,女,4,广东,CN,30
49573,2010/6/18,男,4,湖南,CN,45
29078,2005/1/21,男,4,北京,CN,53
24213,2012/2/27,男,4,新疆,CN,68
33674,2012/11/7,男,4,广东,CN,31
13129,2009/3/23,男,4,广东,CN,42
30478,2009/7/13,男,4,湖北省,CN,43
42940,2012/9/21,男,4,上海,CN,48
1552,2011/6/7,男,4,北京,CN,46
840,2006/9/18,男,4,广东,CN,46
11851,2008/4/11,男,4,天津,CN,37
62101,2009/8/9,女,4,北京,CN,53
53592,2006/2/2,男,4,辽宁,CN,56
4884,2010/12/7,男,4,黑龙江,CN,35
25837,2009/9/3,女,4,吉林,CN,58
37413,2010/3/3,女,4,上海,CN,42
50651,2011/12/15,男,4,河南,CN,48
57134,2008/8/7,女,4,湖南,CN,47
32764,2012/4/24,男,4,北京,CN,36
34960,2012/6/25,男,4,辽宁,CN,52
24565,2012/5/17,男,4,河南,CN,39
53754,2007/10/7,男,4,吉林,CN,54
28157,2007/3/29,男,4,广东,CN,37
51248,2012/4/1,女,4,吉林省,CN,36
7177,2012/12/20,男,4,NAGANO,JP,38
33736,2012/7/20,男,4,YAMAGATA-KEN,JP,40
43914,2008/3/29,男,4,广东,CN,43
34671,2010/8/29,男,4,96081184,CN,59
8777,2008/10/12,女,4,黑龙江,CN,55
49577,2010/1/16,男,4,广东,CN,62
36985,2006/12/9,男,4,广东,CN,52
33811,2012/9/22,女,4,河南,CN,47
41704,2012/12/2,女,4,湖南,CN,40
22738,2010/7/10,男,4,广东,CN,59
49115,2009/2/23,男,4,广东,CN,45
17406,2009/12/3,男,4,新疆,CN,38
19223,2007/2/13,男,4,上海,CN,44
53957,2006/4/17,男,4,新疆,CN,46
59364,2012/6/22,男,4,Gyeonggi-do,KR,57
20310,2005/5/19,女,4,,CN,45
42683,2013/1/7,男,4,北京,CN,32
27357,2011/10/24,女,4,广东,CN,28
12285,2008/5/26,女,4,广东,CN,42
56194,2005/4/1,男,4,北京,CN,58
44762,2008/1/16,男,4,吉林,CN,49
55529,2010/9/28,女,4,广东,CN,39
22273,2009/7/15,女,4,广东,CN,61
3494,2008/7/28,男,4,北京,CN,48
11952,2010/2/1,女,4,,AU,47
13371,2010/1/12,男,4,湖北,CN,46
61109,2012/11/9,男,4,,CN,38
35979,2008/10/13,男,4,新疆,CN,42
62430,2011/10/7,女,4,甘肃,CN,49
19076,2006/11/7,男,4,广西,CN,50
34233,2013/1/31,男,4,Shizuoka-ken,JP,59
60215,2012/1/1,女,4,广东,CN,35
45788,2006/6/8,女,4,香港,HK,43
38624,2007/7/19,男,4,北京,CN,53
47066,2004/11/27,男,4,广东省,CN,37
2738,2007/9/23,男,4,北京,CN,67
58005,2009/2/3,女,4,辽宁,CN,41
8920,2008/1/23,男,4,新疆,CN,53
28291,2007/10/10,男,4,湖南,CN,41
34262,2012/12/27,男,4,,CN,34
57951,2009/10/26,男,4,广东,CN,31
37883,2012/12/22,男,4,上海,CN,37
3743,2008/10/20,男,4,广东,CN,41
34616,2009/10/9,男,4,辽宁,CN,47
26804,2005/9/9,男,4,辽宁,CN,52
45761,2006/6/5,男,4,上海,CN,47
55162,2007/3/9,女,6,广东,CN,64
61893,2011/6/9,女,4,广东省,CN,45
28911,2012/12/20,男,4,,CN,30
38503,2007/9/5,男,4,广东,CN,42
61029,2012/8/26,男,4,广东,CN,58
9736,2006/7/11,男,4,,HK,60
56134,2005/1/25,男,4,,SG,55
14345,2011/6/15,男,4,北京,CN,39
5146,2011/8/16,男,4,广东,CN,42
62959,2008/5/21,女,4,新疆,CN,50
8068,2011/6/12,男,4,黑龙江,CN,39
11954,2008/3/17,男,4,广东省,CN,31
7835,2012/2/23,女,4,黑龙江,CN,46
37159,2007/5/18,男,4,,HK,48
10789,2012/10/12,男,4,广东,CN,23
50985,2011/11/6,男,4,北京,CN,34
4937,2011/1/19,男,5,广东,CN,52
23385,2011/5/25,男,4,上海,CN,29
55492,2010/6/14,男,4,广东,CN,40
41858,2012/4/12,男,4,北京,CN,49
33667,2012/7/11,女,4,上海,CN,35
24006,2012/3/3,男,5,London,UK,32
6841,2012/12/21,女,4,广东,CN,51
37742,2012/6/17,男,4,上海,CN,43
61759,2010/11/17,女,4,吉林,CN,35
3470,2010/6/25,男,4,辽宁,CN,47
11488,2007/6/16,男,4,广东,CN,57
36919,2006/11/7,男,4,广东,CN,46
51527,2012/5/11,男,4,广东,CN,38
45441,2012/7/31,男,4,广东,CN,35
22598,2010/7/13,男,4,内蒙古,CN,47
21181,2008/8/12,男,4,广东,CN,39
39478,2009/2/14,男,4,广东,CN,47
8479,2005/10/25,男,4,辽宁,CN,48
12248,2008/5/13,男,4,湖北,CN,50
49522,2010/11/28,男,4,广西,CN,44
19514,2009/11/12,女,4,上海,CN,47
58517,2010/8/3,男,4,四川,CN,38
23495,2011/11/10,男,4,广东,CN,31
48608,2008/8/19,男,4,广东,CN,78
29720,2007/11/3,女,4,湖北,CN,38
32982,2012/8/10,男,5,,HK,63
60256,2012/5/3,男,4,CA,US,54
57849,2008/12/24,女,4,云南,CN,34
27332,2011/8/1,男,6,广东,CN,47
41871,2012/3/19,女,4,河南,CN,31
18995,2006/9/28,女,4,上海,CN,51
6352,2012/4/2,女,4,山东,CN,39
58636,2010/3/25,男,4,TEXAS,US,80
47710,2007/7/22,女,4,广东,CN,42
22960,2011/2/3,男,4,上海,CN,33
28110,2007/2/23,男,4,湖北,CN,50
27098,2006/8/20,男,4,,,
1655,2012/2/21,男,4,广东,CN,38
8491,2005/10/29,男,4,辽宁,CN,58
48730,2013/3/7,男,5,广东,CN,33
58949,2011/1/14,男,4,吉林,CN,44
27069,2008/11/4,男,4,山西,CN,45
37847,2012/11/14,男,4,北京,CN,38
42696,2012/6/21,男,4,北京,CN,58
7042,2012/11/22,男,4,广东,CN,38
4297,2009/9/10,男,4,上海,CN,46
26088,2011/9/11,男,4,辽宁,CN,39
25848,2010/6/12,男,4,山东,CN,44
52832,2010/9/9,女,4,辽宁,CN,44
50347,2011/12/29,男,4,Seoul,KR,51
43871,2010/7/19,男,4,辽宁,CN,66
10187,2007/6/12,男,4,广东,CN,40
1815,2012/10/11,男,4,广东,CN,42
40609,2013/2/11,男,4,Fukuoka-ken,JP,45
17782,2007/5/19,男,4,辽宁,CN,39
39016,2008/2/27,男,4,北京,CN,33
51627,2012/8/4,男,4,辽宁,CN,27
25089,2012/9/22,男,4,.上海,CN,39
37483,2010/10/22,女,6,北京,CN,34
26456,2011/12/16,男,4,新疆,CN,38
10678,2012/1/8,男,4,四川,CN,35
10370,2010/6/9,男,4,上海,CN,32
34628,2010/8/28,男,4,陕西,CN,44
46798,2012/5/12,女,4,北京,CN,43
61014,2012/9/9,男,4,山东,CN,47
51377,2012/4/24,男,4,辽宁,CN,31
13519,2012/12/15,男,4,广东,CN,31
34915,2012/4/13,男,4,辽宁,CN,42
45535,2011/11/17,女,4,上海,CN,44
12091,2008/4/27,男,4,北京,CN,37
14750,2011/8/24,女,4,广东,CN,50
6006,2011/11/6,女,4,-,HK,39
49167,2009/3/11,女,4,PENANG,MY,30
3008,2009/3/25,男,4,广东,CN,58
58219,2009/7/20,女,4,广东,CN,42
43360,2012/12/30,女,4,.,CN,35
4961,2012/12/6,男,4,海南,CN,73
9335,2012/6/4,女,4,广东,CN,28
51756,2012/9/19,女,4,新疆,CN,39
36877,2006/10/11,男,4,广东,CN,41
30504,2008/8/30,男,4,广东,CN,39
803,2006/7/24,男,4,广东,CN,45
33418,2012/5/19,男,4,上海,CN,32
62380,2011/5/21,女,4,广东,CN,54
21964,2009/2/19,女,4,北京,CN,55
58182,2010/2/4,女,4,广东,CN,38
40589,2010/10/1,男,4,广东,CN,35
39427,2008/7/15,男,4,广东,CN,32
49676,2010/5/25,男,4,广东,CN,38
4855,2010/10/29,男,4,北京,CN,42
6286,2012/6/21,男,4,,HK,27
17748,2007/10/1,男,4,辽宁,CN,48
44032,2012/3/8,男,4,辽宁,CN,44
53748,2007/8/21,男,4,吉林,CN,52
32638,2012/4/8,男,4,辽宁,CN,61
29455,2007/5/31,男,4,上海,CN,44
43295,2012/12/11,男,5,上海,CN,35
36781,2006/7/6,男,5,广东,CN,49
19799,2012/2/19,男,4,江苏,CN,39
2565,2007/7/5,男,4,江苏,CN,53
33200,2012/2/6,男,4,上海,CN,31
8772,2007/8/15,男,4,黑龙江,CN,43
53171,2012/12/2,男,4,.,CN,49
44991,2007/3/16,男,4,新疆,CN,46
7911,2012/8/16,女,4,辽宁省,CN,20
34504,2013/3/1,男,4,广东,CN,27
24878,2012/9/19,男,4,北京,CN,49
50201,2013/3/13,男,4,广东,CN,44
59198,2011/6/20,男,4,广东,CN,39
27579,2013/3/19,男,5,广东,CN,43
22291,2009/9/10,男,4,广东,CN,28
51210,2011/12/30,女,4,广东,CN,52
16240,2012/9/27,男,4,北京,CN,41
55962,2012/12/16,女,4,北京,CN,38
10423,2010/9/27,男,4,河南,CN,37
60903,2012/10/19,男,4,辽宁,CN,50
59861,2012/9/12,男,4,青海,CN,32
44977,2005/9/9,女,4,北京,CN,53
35632,2007/1/30,男,4,北京,CN,48
5611,2011/8/10,女,4,广东,CN,42
22033,2011/8/17,男,4,黑龙江,CN,39
42289,2012/7/23,男,4,吉林省,CN,49
38349,2010/6/18,男,4,Prachinburi,TH,48
57689,2008/11/4,男,4,北京,CN,47
27907,2006/8/30,男,4,,HK,54
54812,2006/7/5,女,4,辽宁,CN,47
52460,2013/3/18,男,4,江苏,CN,34
31333,2009/12/14,女,4,北京,CN,43
3795,2008/12/12,男,4,山东,CN,34
29821,2007/11/22,男,4,广东,CN,50
49624,2010/9/19,男,4,,CN,33
22661,2010/4/11,男,4,广东,CN,48
43990,2011/7/25,女,4,歧阜县,JP,40
33448,2012/5/16,男,4,山东,CN,43
36536,2005/12/16,女,4,广东,CN,35
26489,2011/5/7,男,4,新疆,CN,37
50760,2011/7/13,男,4,上海,CN,44
16755,2010/3/14,男,4,,KR,55
18172,2010/1/19,女,4,广东,CN,48
46294,2007/8/7,男,4,广东,CN,36
13686,2010/7/4,男,4,NEW DELHI,IN,34
50224,2011/4/1,男,4,广东,CN,35
43137,2012/10/6,男,4,北京,CN,51
9585,2006/3/19,男,4,江苏,CN,53
5090,2011/5/2,女,4,北京,CN,58
49062,2009/2/26,男,4,北京,CN,62
16959,2011/1/19,女,4,广东,CN,34
31423,2011/7/28,男,4,广东,CN,30
30737,2008/11/24,男,4,广东,CN,65
57824,2008/11/20,男,4,广东,CN,40
16540,2013/3/2,女,4,.,CN,36
35652,2007/3/9,女,4,吉林,CN,53
38802,2007/10/25,男,4,广东,CN,39
26726,2007/3/2,男,4,吉林,CN,42
60455,2012/3/23,女,4,广东,CN,54
12103,2008/4/20,男,4,北京,CN,45
9868,2006/9/12,男,4,PENANG,MY,40
52843,2010/11/8,男,4,辽宁,CN,51
44339,2013/2/24,女,4,.,CN,27
9947,2006/12/12,男,4,北京,CN,51
22561,2010/3/22,男,4,湖北省,CN,30
27762,2006/5/31,女,4,北京,CN,40
11894,2008/1/13,男,4,北京,CN,38
30679,2008/10/17,男,4,,CN,44
40420,2010/7/22,女,4,广东,CN,43
28265,2007/6/1,女,4,广东,CN,38
44909,2008/5/14,男,4,内蒙古,CN,48
12781,2011/1/20,男,4,Eunpyeong-gu,KR,50
33754,2012/12/19,女,4,湖南,CN,43
3871,2009/11/11,男,4,广东,CN,58
62844,2008/6/2,男,4,黑龙江,CN,58
15064,2012/4/2,男,4,北京,CN,47
24659,2012/7/10,男,4,上海,CN,35
50114,2011/5/11,男,4,广东,CN,49
41587,2011/11/29,女,4,广东,CN,43
55914,2012/10/20,男,4,广东,CN,46
3728,2008/12/4,男,4,北京,CN,51
27593,2013/2/27,男,4,,CN,33
13533,2010/3/14,男,4,,CN,45
53686,2006/11/1,女,4,山东,CN,44
11866,2007/11/29,男,4,天津,CN,49
2245,2005/7/6,男,4,广东,CN,37
17090,2013/3/3,男,4,辽宁,CN,73
18301,2011/1/13,女,4,广东,CN,38
26155,2011/11/15,女,4,北京,CN,39
38001,2004/11/26,男,6,湖南,CN,55
23500,2012/5/9,男,4,湖南,CN,56
21427,2008/7/9,男,4,广东,CN,42
16919,2010/11/9,男,4,辽宁省,CN,32
20902,2007/10/31,男,4,江苏,CN,47
56239,2005/4/15,男,6,北京,CN,37
12563,2008/10/13,男,4,上海,CN,47
49415,2010/2/16,男,4,广东省,CN,37
59596,2011/5/14,男,4,黑龙江,CN,39
29253,2005/7/26,女,4,广东,CN,39
5287,2011/7/16,女,4,湖南,CN,61
30831,2009/6/18,男,4,江苏,CN,36
51272,2012/8/4,女,4,湖南,CN,46
31484,2010/6/27,男,4,广东,CN,62
600,2006/3/9,男,4,广东,CN,34
57404,2008/6/7,男,4,广西,CN,65
37212,2007/6/14,男,4,北京,CN,35
1686,2012/4/2,男,4,Port Said,EG,56
61552,2010/6/1,女,4,辽宁,CN,42
25565,2013/3/3,男,4,上海,CN,
14273,2011/7/11,男,4,广东,CN,44
61827,2010/10/22,男,4,吉林,CN,60
55436,2009/10/13,男,4,广东,CN,57
28700,2011/11/28,男,4,上海,CN,38
54140,2010/11/17,男,6,广东,CN,52
61391,2013/3/14,男,4,广东,CN,33
23743,2012/4/3,女,4,广东,CN,39
18894,2006/7/11,男,4,,SG,50
8184,2010/5/15,男,4,上海,CN,46
11374,2005/11/16,男,4,海南,CN,43
5812,2011/9/4,男,5,广东,CN,33
51718,2012/7/28,男,4,北京,CN,35
3337,2008/8/12,男,4,上海,CN,42
12515,2008/7/7,女,4,广东,CN,37
10518,2011/7/5,男,4,广东,CN,31
62475,2007/9/29,男,4,浙江,CN,40
60096,2012/2/25,女,4,广东,CN,40
46533,2010/11/5,男,4,河南,CN,46
18721,2006/2/20,男,4,广东,CN,46
42466,2012/7/5,男,4,新疆,CN,46
26606,2006/1/12,女,4,辽宁省,CN,52
15514,2012/9/21,男,4,河南,CN,27
8745,2005/1/1,女,4,北京,CN,54
46202,2007/4/22,男,4,四川,CN,36
42432,2012/3/27,女,4,新疆,CN,28
32831,2012/1/18,女,4,广东,CN,30
25073,2012/10/25,女,4,吉林省,CN,41
28036,2006/12/18,男,4,广东省,CN,46
6520,2012/4/5,女,4,山东,CN,34
2452,2012/8/3,男,4,,PH,49
49649,2010/4/21,男,4,广东,CN,47
11250,2005/7/20,男,4,北京,CN,55
49540,2010/8/4,男,4,广东,CN,48
13522,2010/4/22,男,4,,HK,66
14764,2011/8/5,女,4,广东,CN,34
36448,2012/10/30,男,4,广东,CN,31
15966,2012/10/11,男,4,.,JP,59
9711,2006/6/26,男,4,广东,CN,41
58947,2010/12/30,男,4,浙江,CN,47
38799,2007/10/31,女,4,上海,CN,39
58318,2010/6/3,男,4,江苏,CN,44
41776,2012/4/2,女,4,吉林,CN,63
12472,2010/9/28,男,4,上海,CN,34
38470,2007/7/1,男,4,广东,CN,39
57664,2008/10/28,女,4,广东,CN,54
43478,2013/3/28,男,4,广东,CN,51
7241,2013/2/25,男,4,,CN,31
54153,2010/11/19,男,4,上海,CN,35
56582,2007/8/23,男,4,湖南,CN,46
49781,2010/5/25,男,4,广东,CN,41
11724,2007/11/22,男,4,重庆,CN,49
49435,2011/4/14,男,4,江苏,CN,37
30966,2009/6/10,男,4,辽宁,CN,38
3661,2009/9/16,男,4,广东,CN,62
60197,2012/2/22,女,4,福建,CN,28
38119,2005/4/8,男,4,上海,CN,56
37279,2007/12/12,男,4,HK,HK,47
57591,2009/7/14,男,4,北京,CN,49
2195,2005/4/9,男,4,广东,CN,55
51849,2012/9/19,男,4,广东,CN,30
43126,2012/12/6,女,4,,CN,74
32409,2011/5/18,男,4,湖南,CN,43
42825,2012/8/11,男,4,北京,CN,35
33670,2012/8/6,男,4,上海,CN,35
7123,2013/1/12,男,4,河南,CN,35
62549,2006/6/9,男,4,吉林,CN,47
32484,2012/1/25,男,6,辽宁,CN,29
27805,2006/7/7,女,4,广东,CN,54
41631,2012/2/7,男,4,吉林省,CN,50
3947,2009/1/7,男,4,广东,CN,47
22525,2010/5/12,男,4,,JP,57
11121,2005/4/18,男,4,香港,CN,62
51129,2012/1/1,男,4,广东,CN,30
59821,2011/11/26,男,4,台湾,CN,42
24735,2012/10/11,男,4,广东,CN,32
13555,2011/8/10,男,4,湖南,CN,45
27788,2006/6/15,男,4,JAKARTA,ID,39
58266,2009/9/22,男,4,吉林,CN,56
19773,2011/12/16,男,4,广东,CN,27
13787,2011/5/1,男,4,江苏,CN,47
44992,2007/3/28,男,4,新疆,CN,43
32132,2011/3/2,男,4,北京,CN,30
6327,2012/5/30,男,4,上海,CN,62
9478,2012/10/29,男,4,北京,CN,36
6300,2012/7/11,女,4,新疆,CN,41
59553,2011/7/20,男,4,北京,CN,39
58082,2011/10/9,男,4,上海,CN,36
44346,2009/7/1,男,4,浙江省,CN,47
32499,2011/7/7,男,4,广东,CN,32
21180,2008/3/15,男,4,广东,CN,54
53481,2011/9/19,男,4,甘肃,CN,34
1711,2012/6/6,男,4,上海,CN,29
2201,2005/6/14,男,4,广东,CN,38
12154,2008/4/27,男,4,,JP,68
29451,2007/8/11,男,4,广东,CN,30
60752,2012/5/26,男,4,湖北,CN,53
61994,2013/2/27,男,4,辽宁,CN,37
6273,2012/6/13,男,4,吉林省,CN,34
23641,2011/5/21,女,4,广东,CN,31
55609,2011/4/20,女,4,北京,CN,29
596,2006/3/2,男,4,广东,CN,56
2009,2004/11/25,男,4,广东省,CN,42
42546,2012/7/10,男,4,新疆,CN,34
48988,2012/4/27,男,4,河南,CN,47
54881,2006/8/27,男,4,广东,CN,35
57646,2009/1/11,男,4,广东,CN,54
55256,2007/2/15,男,4,浙江,CN,39
30451,2008/9/14,男,4,河南,CN,40
51275,2012/11/21,男,4,HK,HK,61
13702,2011/2/5,男,4,Seoul,KR,46
17850,2008/11/28,男,4,辽宁,CN,49
46100,2007/2/1,男,4,,ID,
38037,2004/12/28,男,4,广东,CN,53
56572,2007/4/1,男,4,广东,CN,34
33666,2012/7/17,男,4,浙江,CN,41
62001,2011/9/1,男,4,辽宁省,CN,56
58233,2009/9/1,男,6,贵州,CN,54
34231,2013/2/8,男,4,辽宁,CN,57
12625,2008/8/29,男,4,北京,CN,50
30122,2008/3/25,女,4,陈村,CN,50
2218,2005/6/23,女,4,广东,CN,40
32752,2011/10/8,男,4,新疆,CN,46
5785,2012/1/14,男,4,NSW,AU,37
37323,2008/11/27,男,4,广东,CN,48
47831,2008/2/5,女,4,北京,CN,28
42571,2012/7/16,男,4,河南,CN,38
51127,2012/2/11,女,4,河南,CN,62
49759,2012/5/1,男,4,海南,CN,47
26472,2011/5/20,男,4,新疆,CN,52
28563,2011/7/4,女,4,广东,CN,36
52100,2012/12/16,男,4,福建,CN,30
12513,2008/7/27,男,4,广东,CN,45
18596,2012/11/13,女,4,广东,CN,27
46741,2012/3/9,男,4,广东,CN,29
32952,2011/10/28,男,4,广东,CN,43
24518,2012/4/26,男,4,北京,CN,28
21293,2008/11/8,男,4,北京,CN,55
40380,2010/1/9,男,4,新疆,CN,26
50881,2012/1/16,男,4,北京,CN,52
37238,2007/7/24,男,4,VICTORIA,AU,54
8473,2005/10/16,男,4,辽宁,CN,39
53585,2005/12/26,男,4,辽宁,CN,41
41684,2011/10/2,女,4,上海,CN,34
30658,2009/1/15,男,4,辽宁,CN,36
42529,2012/5/21,男,4,广东,CN,38
17819,2007/8/1,女,4,北京,CN,41
7043,2012/12/14,女,4,青海,CN,44
31078,2010/2/21,女,4,,CN,48
29553,2007/7/14,男,4,湖北,CN,44
32828,2012/8/16,男,4,湖北,CN,32
47752,2007/7/30,男,4,日本,CN,52
57784,2008/12/2,男,4,广东,CN,44
47834,2007/11/20,男,4,北京,CN,50
6896,2012/10/4,女,4,辽宁,CN,25
1180,2007/6/4,男,4,上海,CN,43
9693,2006/6/19,女,4,上海,CN,42
20832,2007/10/7,女,4,广东,CN,52
40462,2010/4/22,女,4,TOKYO,JP,58
47660,2007/7/27,男,4,上海,CN,51
47860,2007/12/23,女,4,,AU,55
29424,2007/5/12,男,4,广东,CN,47
29192,2005/4/10,男,4,,,46
62609,2007/12/29,男,4,吉林,CN,52
59142,2011/2/25,女,4,北京,CN,36
40163,2010/3/22,男,4,广东,CN,40
