会员卡号,积分兑换次数,总精英积分,总基本积分,年平均基本积分,BEGIN_TO_FIRST,总累计积分
392,0,0,20936,2990.857143,154,24133
11175,1,0,13956,1744.5,176,13956
44409,0,0,18596,2324.5,25,19436
23096,1,0,24621,3077.625,25,24621
45304,0,0,20928,2616,49,67482
10112,1,0,20288,2536,121,20288
2536,1,0,25231,3153.875,4,25231
16322,0,0,24487,4081.166667,0,24487
61849,0,0,18005,2250.625,67,18005
40861,0,0,17724,2215.5,31,19064
58456,2,0,21372,2671.5,107,51372
3382,2,0,22596,2824.5,8,22596
62158,0,0,23019,2877.375,48,24990
28131,0,1050,17616,2202,140,18666
1479,1,0,14798,1849.75,14,14798
29134,0,2252,24596,3074.5,5,26848
47761,4,525,19490,2436.25,4,41501
41862,0,0,20086,2510.75,40,20086
57903,0,0,24954,3119.25,0,24954
22889,0,0,20897,2612.125,5,31680
3838,0,0,19643,2455.375,8,22253
11499,1,0,22059,2757.375,9,22059
44583,0,0,20750,2593.75,43,20750
29086,0,0,23692,2961.5,110,23692
42666,0,462,21506,3584.333333,0,24632
6257,0,1466,21599,3599.833333,0,23065
31605,0,0,21255,2656.875,4,21755
30940,0,0,18130,2266.25,87,18130
37259,1,0,24301,3037.625,105,32386
11341,3,0,19777,2472.125,56,20971
17533,3,0,22187,2773.375,23,23411
19141,0,0,22272,2784,14,22272
58296,0,0,24682,3085.25,11,24682
48797,1,0,21176,2647,44,21176
51354,0,0,25255,3156.875,121,25255
41423,0,1064,20862,2607.75,6,22037
13756,0,0,17725,2215.625,6,17725
20223,0,0,21021,2627.625,20,21021
39658,0,0,21732,2716.5,100,21732
8067,0,0,22665,2833.125,130,24165
39485,0,0,23692,2961.5,34,23692
20308,3,0,21667,2708.375,21,21675
29301,0,0,24154,3019.25,225,25042
17290,0,0,16978,2122.25,16,16978
38219,2,0,20629,2578.625,17,22691
38859,0,0,21842,2730.25,58,21842
50465,0,0,18360,2295,10,18360
21482,1,0,19458,2432.25,1,19458
35987,0,0,23955,2994.375,50,24843
53179,2,0,9822,1227.75,79,10686
39439,0,0,23169,2896.125,204,25553
60802,0,0,25833,3690.428571,0,26109
51930,3,0,23935,3419.285714,32,23935
50786,0,0,22587,2823.375,0,22587
20430,2,0,24657,3082.125,83,24657
34706,0,0,20416,2552,51,20416
61619,2,0,21746,2718.25,45,21746
50430,0,0,23649,2956.125,20,23649
46195,2,0,24240,3030,46,24240
59280,0,0,18019,2252.375,32,18019
52038,1,1905,21800,3633.333333,0,39161
38698,2,0,24630,3078.75,27,24630
9106,2,273,22606,2825.75,1,23121
8798,0,0,21285,2660.625,37,21470
18173,0,0,22264,2783,123,84607
48841,0,0,24184,3023,10,24184
27001,2,0,22161,2770.125,8,23778
49489,0,0,22320,2790,26,22320
581,0,0,17211,2151.375,17,17211
60438,0,0,21129,2641.125,12,21129
47903,0,0,30533,3816.625,23,30533
59988,0,0,25381,3172.625,22,25381
54626,1,0,21792,2724,7,21792
50197,0,0,413,51.625,0,413
40466,0,0,19059,2382.375,5,20228
28787,0,8550,35100,5014.285714,63,43650
53863,0,0,21344,2668,100,21344
34689,4,609,24284,3035.5,37,32192
2402,0,0,19592,2449,10,19592
51643,0,0,18299,2614.142857,27,18299
50152,2,0,23858,2982.25,195,23858
41242,0,0,20074,2509.25,45,20074
37477,0,1440,15776,1972,50,17216
9529,0,0,22164,2770.5,75,22164
15728,0,0,22955,2869.375,0,22955
47240,0,0,19561,2445.125,45,19561
53943,0,0,17792,2224,36,17792
10277,0,0,25079,3134.875,99,26496
53574,0,0,18203,2275.375,27,34110
56658,2,0,18412,2301.5,23,18512
3065,2,0,23251,2906.375,45,66632
61346,0,0,19438,3887.6,18,21902
45392,2,1245,23138,2892.25,167,31011
23910,0,0,20770,2596.25,95,20770
42709,0,1372,20581,3430.166667,36,21953
55013,2,0,22112,2764,8,23888
42257,0,0,24002,3428.857143,0,24002
990,0,0,24698,3087.25,131,24698
19878,0,0,18981,2711.571429,2,18981
49987,0,0,18422,2302.75,12,18422
60509,0,0,22126,2765.75,63,22626
44498,0,0,20185,2523.125,44,20185
40956,0,0,24645,3080.625,72,24645
54911,0,0,21917,2739.625,2,21917
54984,1,0,18024,2253,21,26085
12343,0,0,17740,2217.5,8,17740
60989,0,0,13184,2197.333333,0,14008
33539,0,0,19353,2764.714286,0,19353
43508,0,0,15527,3105.4,2,15527
39251,2,0,24432,3054,12,24432
52628,0,0,22214,2776.75,16,24676
43630,0,0,22931,2866.375,130,22931
25429,4,0,24721,4120.166667,0,24721
23282,0,0,18221,2277.625,163,19721
42711,2,0,24850,3106.25,0,24850
29790,0,0,21633,2704.125,16,22521
15517,0,0,27401,3425.125,17,27401
35010,0,1429,25034,4172.333333,0,26463
24524,0,1213,21894,3127.714286,0,23107
44622,2,0,19778,2472.25,51,19778
26455,3,0,23069,2883.625,9,23069
13870,2,0,17206,2150.75,75,26594
9005,5,0,17566,2195.75,11,30847
36598,0,0,22964,2870.5,282,24164
46180,0,0,19621,2452.625,15,19621
8900,0,0,19451,2431.375,178,19451
12466,0,0,23352,2919,19,23352
7328,0,0,19462,3892.4,29,19462
50538,0,380,22262,2782.75,9,32642
26938,1,0,18635,2329.375,156,18635
43948,3,0,21865,2733.125,36,21865
31482,0,0,19097,2387.125,127,19097
21268,0,0,17307,2163.375,1,17307
3650,0,0,24731,3091.375,24,24731
42688,0,0,21640,2705,34,22640
44617,1,0,21640,2705,68,21640
12837,0,0,24820,3102.5,4,28214
3240,0,0,25049,3131.125,1,25049
28615,2,154,22462,2807.75,1,22616
62689,3,1282,23924,2990.5,20,27206
50511,0,0,20406,2550.75,256,20406
47818,0,0,23838,2979.75,7,23838
22075,0,0,22695,2836.875,5,22695
39063,1,0,21436,2679.5,76,32596
47753,0,0,24077,3009.625,4,24077
6378,0,408,20973,2621.625,28,21381
51709,0,0,20875,2609.375,0,20875
25846,0,0,22511,2813.875,12,22511
40198,0,0,21103,2637.875,13,21103
7675,1,0,16313,2039.125,14,16313
52438,0,0,22019,4403.8,55,22019
27663,0,0,18923,2365.375,109,18923
37553,0,0,20198,2524.75,9,20442
41018,0,0,15414,1926.75,4,15414
56045,0,0,21745,4349,12,21745
62902,0,75,22819,2852.375,174,23386
4035,0,0,22147,2768.375,22,22147
9614,0,675,18927,2365.875,11,19602
21352,0,0,23404,2925.5,95,23404
59934,0,0,21807,2725.875,65,22520
49863,0,0,23453,2931.625,44,25953
59297,0,0,22138,2767.25,51,22138
6590,0,1320,21753,4350.6,42,23073
60026,0,0,18818,2352.25,35,18818
23873,0,0,20423,2552.875,2,20423
20503,6,0,18432,2304,58,19320
40702,2,0,20522,2565.25,1,20522
17474,2,0,19040,2380,20,19040
61993,0,0,22249,3178.428571,0,22249
14999,0,5934,22313,2789.125,7,28247
44850,0,0,24313,3039.125,67,24313
50885,0,0,22884,2860.5,9,24056
21120,4,0,22462,2807.75,52,25750
27878,1,0,16103,2012.875,27,24650
34977,0,0,20575,2571.875,34,23531
13203,1,0,19153,2394.125,132,19153
1678,0,0,23744,2968,17,23744
35156,1,0,17829,2228.625,39,18829
34681,2,0,18288,2286,67,21748
8806,1,0,19659,2457.375,172,19659
47333,0,0,15392,1924,83,15392
51418,0,1096,21988,3141.142857,0,23084
57527,0,0,23586,2948.25,8,23586
6137,0,0,22256,2782,133,22256
26703,2,0,21799,2724.875,29,22299
25861,1,0,24050,3006.25,12,25781
12253,1,0,20602,2575.25,31,20602
23285,0,0,24006,3000.75,20,24006
42063,0,0,22828,2853.5,15,22828
53295,0,273,23821,2977.625,1,27940
24730,1,0,20468,2924,15,20960
8467,0,0,18229,2278.625,10,20274
4139,0,0,26114,3264.25,7,31114
37608,0,0,22924,2865.5,0,22924
42613,0,0,15282,2183.142857,0,15282
47939,1,0,25061,3132.625,25,31838
37282,1,0,19552,2444,3,22172
40821,0,0,18977,2372.125,18,21283
39157,0,0,23167,2895.875,13,23763
29109,0,0,20709,2588.625,1,20709
17255,1,0,21153,2644.125,1,21153
19620,0,2086,19701,2462.625,0,21787
34138,0,0,23295,3882.5,3,23295
608,1,0,20332,2541.5,108,20549
10759,1,0,24964,3566.285714,0,26194
62821,0,319,22523,2815.375,21,22842
45364,1,0,17367,2170.875,102,19559
44568,2,0,22576,2822,1,22576
56426,2,0,21605,2700.625,33,21605
41837,0,767,22522,4504.4,0,23289
21440,0,0,23014,2876.75,0,26116
32742,0,0,21987,2748.375,0,21987
11504,0,0,18855,2356.875,31,18855
51771,0,0,21372,3053.142857,45,21372
33187,0,0,19944,2493,13,19944
50722,1,0,23539,2942.375,55,27723
49621,0,0,19093,2386.625,386,19093
33753,0,0,21534,3076.285714,0,21534
18204,0,0,14462,1807.75,24,23503
50940,0,0,17548,2193.5,23,17548
15351,0,0,18635,2329.375,0,18635
24386,1,0,20987,3497.833333,0,20987
2574,0,0,27990,3498.75,122,29490
49152,2,0,19490,2436.25,20,20990
4235,0,0,21559,2694.875,78,24521
44429,0,0,18637,2329.625,57,18637
8179,0,296,21679,2709.875,180,21975
9831,0,0,13933,1741.625,12,13933
11223,0,0,24129,3016.125,3,24129
26961,1,0,19912,2489,227,19912
3692,0,0,21452,2681.5,61,21452
44021,9,0,20678,2584.75,2,72278
32579,0,0,22911,2863.875,57,23365
13895,0,0,18585,2323.125,28,18585
55557,0,0,13911,1738.875,13,14959
16169,0,0,21035,3005,0,21035
31918,0,0,24447,3055.875,28,24447
17549,0,0,18998,2374.75,41,18998
57192,1,0,24126,3015.75,3,24126
23913,0,0,20622,2577.75,19,20622
16722,1,0,22161,2770.125,43,22161
5015,0,0,23912,2989,134,27896
1449,1,0,23867,2983.375,105,23867
16044,0,898,20668,2952.571429,0,21566
12257,0,0,19056,2382,211,19056
43700,0,0,19904,2488,93,19904
1517,0,0,22173,2771.625,3,23061
7622,0,0,22332,2791.5,127,26028
17456,1,0,19276,2409.5,67,20411
52037,0,0,20999,4199.8,0,20999
2777,0,0,19720,2465,55,26569
12351,0,0,13984,1748,2,13984
35848,2,0,20138,2517.25,11,20138
12136,0,0,15773,1971.625,155,15773
15149,0,0,18847,2355.875,78,18847
8426,0,0,23822,2977.75,10,23822
36094,0,0,20995,2624.375,20,38336
17404,0,0,28455,3556.875,111,28455
1997,0,0,14862,1857.75,324,21278
45018,1,0,21122,2640.25,59,21430
40128,0,0,22756,2844.5,110,22756
29209,0,0,23922,2990.25,135,23922
47376,2,0,21757,2719.625,210,21757
50289,2,0,20574,2571.75,10,22174
28962,0,2105,23806,4761.2,25,25911
44195,0,0,18403,2300.375,73,26128
15557,0,0,22512,2814,0,22512
52727,3,0,22281,2785.125,9,23781
9480,2,0,22722,2840.25,1,33145
18781,1,0,19909,2488.625,138,19909
7498,1,0,18811,2351.375,1,18811
53567,0,0,20522,2565.25,153,20522
62592,0,396,23466,2933.25,116,23862
39900,1,0,22116,2764.5,85,22116
54849,0,1146,20664,2583,0,22186
35167,0,0,21391,2673.875,24,21391
42258,0,538,21413,2676.625,59,22259
57840,1,0,22447,2805.875,18,22447
37882,0,0,27401,4566.833333,139,35369
53835,0,0,23327,2915.875,18,24827
4405,3,0,17639,2204.875,87,35435
27222,0,154,22217,2777.125,205,23272
38773,1,0,17023,2127.875,6,18523
48068,2,0,23553,2944.125,33,23553
21948,2,0,19566,2445.75,2,19566
7865,0,0,17228,2153.5,4,38304
24807,0,0,17315,2473.571429,309,17315
7690,0,0,17927,2240.875,10,17927
45650,0,0,24526,3065.75,22,24526
42654,0,0,20189,2523.625,0,20189
62527,0,419,21456,2682,41,21875
39107,0,0,20402,2550.25,17,20402
58995,1,0,20665,2583.125,2,25001
50951,1,0,14804,1850.5,0,14804
221,0,0,24998,3124.75,269,31409
42080,0,1311,24305,3038.125,112,26035
15283,0,0,22631,2828.875,76,22631
56343,2,1018,25070,3133.75,2,38005
38908,0,0,17664,2208,21,17664
47604,0,0,21997,2749.625,2,21997
16639,3,1248,18946,2368.25,51,24618
25764,0,0,17527,2190.875,51,17527
20126,1,0,21336,2667,4,21436
14558,0,0,20560,2570,16,20560
25714,2,0,19409,2426.125,10,19409
32959,1,0,21258,2657.25,3,31328
47068,1,100,19146,2393.25,117,19357
52284,2,1348,18877,3775.4,6,23225
29522,0,0,15822,1977.75,86,15822
24049,0,0,23267,2908.375,19,23267
8987,0,0,24841,3105.125,30,45678
14140,0,0,21572,2696.5,75,21672
49746,0,0,24911,3113.875,38,24911
26341,0,0,20222,2527.75,27,20222
34867,2,171,21353,2669.125,128,21524
13981,0,0,14700,1837.5,6,14700
54341,1,0,18747,2343.375,20,23491
18534,0,0,22591,2823.875,0,25739
41102,0,0,18917,2364.625,132,18917
5201,0,860,19739,3947.8,0,23063
8861,2,0,15591,1948.875,20,15591
26038,0,0,19005,2375.625,14,26420
21485,0,0,20277,2534.625,27,20277
11296,0,0,22088,2761,102,22088
3803,0,0,23632,2954,42,23632
30494,2,0,23047,2880.875,0,23047
30205,0,0,24464,3058,356,27140
5693,0,0,13381,1672.625,18,13381
23544,0,0,20556,2569.5,38,21380
20178,4,0,25358,3169.75,1,26246
36542,4,0,21524,2690.5,290,25524
20294,0,0,21607,2700.875,1,21607
9732,0,0,17908,2238.5,44,20826
24662,0,0,18663,2332.875,0,18663
20351,0,0,22332,2791.5,33,22332
37613,0,0,15720,1965,186,15720
34845,1,0,19715,2464.375,22,19715
47238,0,0,20151,2518.875,7,20151
48920,2,0,19310,2413.75,30,34457
32586,0,0,23495,2936.875,45,23495
22643,0,0,19697,2462.125,15,19697
48667,0,0,17280,2160,81,17280
56780,1,0,22649,2831.125,13,22649
18283,2,0,24287,3035.875,7,26843
42201,0,0,21717,2714.625,18,28576
41496,0,0,21378,2672.25,2,24926
52822,0,0,22894,2861.75,3,22894
34573,3,0,20519,2564.875,6,20519
53478,0,0,21350,2668.75,65,22350
39046,2,0,23631,2953.875,2,25415
5672,1,0,18681,2335.125,60,18681
1281,1,0,18461,2307.625,2,23289
2516,0,0,17360,2170,40,19313
47406,3,0,21079,2634.875,3,32400
27150,0,0,17310,2163.75,17,21646
14052,2,0,18390,2298.75,0,34267
38153,0,0,18839,2354.875,17,18839
50463,0,0,17490,2498.571429,8,17490
29047,2,0,17968,2246,79,17968
44624,0,0,18922,2365.25,21,18922
4260,2,0,16345,2043.125,4,16997
55393,3,0,18909,2363.625,53,18909
39130,1,0,18693,2336.625,43,18693
54733,2,0,22553,2819.125,20,22553
3586,0,0,17398,2174.75,116,17398
33859,0,0,16495,3299,0,16495
8508,0,0,20901,2612.625,6,20901
6078,2,0,21342,2667.75,13,23542
5580,0,735,22033,3147.571429,98,22768
9784,0,984,20800,2600,142,22099
60381,0,0,20263,2532.875,0,20263
40846,0,0,22581,2822.625,3,22581
45118,0,0,18766,2345.75,80,26188
4278,2,0,13023,1627.875,13,14523
37421,0,0,20458,2557.25,345,20458
62299,0,0,19071,2383.875,51,19071
4194,0,0,13403,1675.375,75,13403
21290,0,0,12987,1623.375,40,12987
46650,0,0,22722,2840.25,7,22722
13142,0,0,21614,2701.75,71,21614
18501,0,0,17886,2235.75,20,21380
58934,1,0,21967,2745.875,44,21967
49429,0,0,20146,2518.25,92,24695
5393,0,0,24027,3003.375,0,24027
6940,0,0,14212,2030.285714,83,14212
35201,0,0,23708,2963.5,21,23708
14414,0,75,21788,2723.5,10,21863
13012,3,202,21547,2693.375,5,26599
26860,0,0,14945,1868.125,49,14945
10576,0,0,21005,2625.625,26,21005
57703,2,772,22111,2763.875,5,22883
56474,0,0,21502,2687.75,109,22502
36724,0,0,14860,1857.5,49,14860
35065,0,0,20032,2861.714286,1,20032
62397,1,0,23387,2923.375,274,25851
17231,4,0,19348,2418.5,58,23348
5773,1,0,19034,2379.25,13,19034
58563,0,0,22512,2814,221,22512
18709,1,0,19579,2447.375,69,47127
10379,0,0,12881,1610.125,64,16839
33288,0,0,20791,2598.875,0,20791
11620,0,1974,21832,2729,45,23806
39268,1,533,23948,2993.5,4,26481
22235,0,0,16792,2099,0,16792
16507,0,0,23147,4629.4,0,23147
19834,0,0,23440,2930,18,23440
35948,0,0,22427,2803.375,5,22427
26453,0,0,16284,2035.5,60,16784
55114,0,0,23047,2880.875,73,23047
56950,0,0,19428,2428.5,6,21203
41301,0,0,19808,2476,3,19808
4967,0,0,23156,2894.5,36,23156
3488,3,0,16022,2002.75,5,16422
54763,1,0,18615,2326.875,54,18615
37064,0,0,18908,2363.5,8,18908
29287,0,0,20448,2556,29,20448
29300,2,0,18521,2315.125,358,18521
54397,1,1068,16439,2054.875,11,18553
45020,0,0,18658,2332.25,22,19158
14683,1,0,20899,2612.375,40,20899
22450,0,0,20271,2533.875,22,20771
3220,0,0,13430,1678.75,27,13430
42066,1,0,23563,2945.375,11,25260
19233,0,0,18719,2339.875,7,19719
11029,4,0,16781,2097.625,44,16781
14010,0,0,20147,2518.375,8,20455
36734,0,0,22187,2773.375,41,22187
28121,0,0,22875,2859.375,6,22875
30542,2,0,14738,1842.25,26,14738
15749,0,0,15876,2268,8,15876
32190,0,0,19246,2405.75,53,19246
39914,0,0,20224,2528,6,20224
32436,0,0,21669,2708.625,19,22081
17443,0,0,18008,2251,196,18008
41300,0,0,17155,2144.375,84,17155
56067,0,0,22548,2818.5,43,22548
15944,0,0,23929,3418.428571,0,23929
39833,1,0,22765,2845.625,1,22765
54095,0,0,20734,2591.75,1,28445
8212,0,0,18311,2288.875,63,18311
15023,0,0,21894,2736.75,131,25413
20573,0,0,22696,2837,107,22818
12920,0,0,13544,1693,231,13544
24568,0,0,21433,2679.125,3,21433
24247,0,0,21889,2736.125,11,24099
13816,0,3563,23567,2945.875,16,27130
33442,0,1237,21085,3012.142857,0,22322
41505,0,1329,22275,4455,4,23604
208,0,0,23229,2903.625,23,24004
26780,0,0,17430,2178.75,65,17430
40259,0,0,20561,2570.125,44,20561
30627,0,0,18993,2374.125,77,18993
26361,0,0,20613,2576.625,24,21113
10499,2,0,21294,2661.75,72,21594
8459,0,0,21075,2634.375,57,21075
43779,0,0,22491,2811.375,101,39969
31547,2,0,12185,1523.125,10,12185
34622,0,0,21901,2737.625,31,25643
13747,1,0,17306,2163.25,10,18806
59300,0,0,19676,2459.5,18,19917
18675,0,0,22291,2786.375,8,23375
10332,0,0,21136,2642,6,21136
57319,0,0,16802,2100.25,10,16802
45104,1,0,21206,2650.75,12,27913
10058,2,0,20790,2598.75,3,20790
12596,2,0,23737,2967.125,6,23737
45891,0,0,18293,2286.625,213,20325
24523,0,0,17471,2495.857143,0,17471
15952,0,0,20921,3486.833333,14,20921
27016,0,0,19163,2395.375,52,19163
55689,0,0,22422,2802.75,1,23922
10363,0,0,20947,2618.375,21,20947
52707,2,0,21955,2744.375,80,21955
32131,0,0,19939,2492.375,89,23542
30057,1,358,20937,2617.125,241,29418
20236,0,0,20513,2564.125,8,20513
40417,0,0,16909,2113.625,9,16909
30121,0,0,21450,2681.25,45,21450
29285,0,0,22463,2807.875,11,22463
44934,0,0,20601,2575.125,8,20601
30240,0,0,13447,1680.875,8,13447
983,1,0,21526,2690.75,0,22526
34713,0,0,19392,2424,4,19392
17675,0,0,19582,2447.75,18,19582
18118,0,0,23780,2972.5,127,26244
39491,4,0,19336,2417,9,20336
16283,0,0,18938,3156.333333,9,18938
12153,1,0,25074,3134.25,9,25074
55145,0,0,21428,2678.5,225,21428
42471,0,0,19895,2486.875,31,19895
7919,2,0,21962,3137.428571,0,21962
17642,4,0,21475,2684.375,4,21475
27174,0,0,14257,1782.125,26,22364
38580,0,0,22574,2821.75,60,22574
47261,1,0,16400,2050,2,16400
28364,1,690,16939,2117.375,189,20316
58741,0,0,16763,2095.375,21,16763
11573,0,0,19307,2413.375,16,19307
2551,1,0,17856,2232,17,17856
5853,0,0,17459,2182.375,13,20910
35628,0,0,18716,2339.5,25,21577
38394,0,0,23776,2972,37,23776
40526,0,0,14780,1847.5,110,14780
21648,2,0,18818,2352.25,59,21172
53344,0,508,16507,2063.375,228,17615
26162,1,0,20272,2534,14,20772
59356,0,0,21809,2726.125,387,24273
36158,0,0,22556,2819.5,0,25298
56756,0,4896,23565,2945.625,215,28461
42914,0,0,18607,2658.142857,0,18607
14671,0,0,23860,2982.5,13,23860
32417,0,0,21601,2700.125,23,22250
15617,0,0,20649,2581.125,0,24799
12521,1,0,21439,2679.875,12,21439
39806,0,0,22511,2813.875,13,22511
8117,0,0,21182,2647.75,16,21182
42896,0,0,21659,3609.833333,13,21659
8504,0,0,23843,2980.375,118,23843
30543,0,0,18584,2654.857143,0,18584
9894,0,0,24285,3035.625,19,25885
16881,0,0,17458,2182.25,70,34999
56894,0,0,21002,2625.25,588,21002
21442,1,6055,20825,2603.125,157,26880
20862,2,0,27172,3396.5,70,27172
49874,1,0,16687,2085.875,4,16687
20418,0,0,15718,1964.75,60,15718
37245,1,0,17380,2172.5,2,17380
21401,0,0,21512,2689,23,21512
45755,0,0,17694,2211.75,50,17894
61561,5,0,19357,2419.625,100,37809
34894,0,0,16795,2099.375,28,18295
9759,0,0,20598,2574.75,35,32098
23576,3,0,21629,2703.625,54,21729
19770,1,0,17330,2166.25,114,24539
50794,0,0,22454,4490.8,4,26438
43073,0,0,20996,4199.2,0,20996
21566,0,0,21814,2726.75,9,21814
4449,1,0,18322,2290.25,6,19822
39943,0,1575,14516,1814.5,305,16091
9073,0,0,18866,2358.25,50,19248
36700,3,0,22543,2817.875,3,65043
58498,1,0,21020,2627.5,38,21020
39221,2,0,22666,2833.25,2,22666
4724,1,0,19208,2401,37,19208
51140,0,0,19446,2430.75,38,19946
37346,0,0,20704,2588,43,20704
24113,1,0,22425,2803.125,2,30019
21711,0,0,22537,2817.125,11,40214
41659,0,0,23411,2926.375,6,23411
14723,0,0,19145,2393.125,17,19145
37541,2,0,22048,2756,23,22048
25997,0,0,18153,2269.125,22,18153
58463,0,0,18133,2266.625,143,18133
35134,0,0,23949,2993.625,391,25524
26941,0,0,17756,2219.5,11,18256
38236,2,0,21337,2667.125,186,22337
62882,0,0,15362,1920.25,66,15362
25658,0,0,19042,3808.4,0,19042
39250,1,393,23328,2916,2,23721
2570,1,0,20764,2595.5,14,22153
2141,0,0,17284,2160.5,34,17284
44516,4,900,22764,2845.5,38,23664
41821,0,0,18088,2261,2,18888
17062,0,710,22378,3729.666667,34,26431
45152,0,0,22992,2874,39,26054
27028,0,0,16472,2059,67,16472
20849,0,0,15683,1960.375,44,15900
58966,1,0,24105,3013.125,4,24105
39188,2,0,23491,2936.375,163,23491
41021,0,0,18183,2272.875,120,18183
4314,1,0,21040,2630,32,21040
51139,0,0,17170,2146.25,250,18170
35654,3,0,20934,2616.75,55,20934
12428,0,2044,22456,2807,243,24500
9859,3,0,23906,2988.25,10,23906
30049,0,417,22661,2832.625,207,23078
58883,0,0,21426,2678.25,1,53557
41002,0,0,20148,2518.5,46,22432
23076,2,0,24407,3050.875,48,30849
44928,0,0,19488,2436,53,19488
19447,0,4697,21678,2709.75,3,31954
29587,0,0,18608,2326,351,18608
56178,2,0,19035,2379.375,18,19035
7590,0,0,16490,2061.25,102,17008
47713,1,0,21927,2740.875,228,38866
36028,2,0,16507,2063.375,5,69273
1088,7,0,20630,2578.75,41,20630
52200,0,884,22626,3771,0,23860
20201,0,0,19019,2377.375,46,19019
50911,0,0,27305,3413.125,16,30565
42206,0,0,19283,2410.375,213,19283
62328,0,0,20658,2582.25,4,24122
46208,0,0,22573,2821.625,61,22573
23348,1,3791,23899,2987.375,146,30662
57047,1,0,19942,2492.75,25,20543
21646,0,0,15353,1919.125,18,15353
31180,0,0,19524,2440.5,25,19524
45736,3,0,19472,2434,0,19472
39031,0,0,22994,2874.25,54,22994
7804,1,0,22121,2765.125,38,22121
7340,0,0,20123,4024.6,3,20123
1251,0,0,21745,2718.125,434,21745
22805,1,0,19652,2456.5,74,19752
8085,0,0,22396,2799.5,59,22396
21344,0,0,21348,2668.5,8,40682
46404,0,0,21897,2737.125,3,25821
34806,0,0,21355,2669.375,29,21355
8180,0,0,21724,2715.5,116,21724
40021,0,0,20520,2565,1,20520
52341,0,0,17795,3559,0,17795
38417,0,0,19275,2409.375,40,19706
34834,1,0,22939,2867.375,0,22939
48864,1,0,17382,2172.75,13,17382
52905,0,0,16592,2074,103,16980
36517,4,0,24563,3070.375,162,41011
42862,0,382,22268,3181.142857,0,27636
56851,3,0,23143,2892.875,0,23143
30837,0,0,18888,2361,44,19421
47882,0,0,15699,1962.375,26,15699
31488,0,0,19618,2452.25,90,19618
16793,1,0,16504,2063,154,16609
53900,0,0,17044,2130.5,66,17044
28438,0,0,15221,1902.625,53,15431
58653,4,0,20725,2590.625,25,22525
49692,2,0,23188,2898.5,50,23188
11414,2,252,21718,2714.75,2,22858
21210,0,0,20714,2589.25,22,20714
29335,3,733,18356,2294.5,11,19089
17604,1,0,16839,2104.875,43,16839
22526,0,0,25506,3188.25,0,33377
613,0,0,13956,1744.5,164,13956
24005,0,0,13956,1993.714286,0,13956
51703,0,0,20936,2990.857143,33,20936
61818,0,0,17670,2208.75,96,17670
33475,0,0,16194,2024.25,0,16194
53683,4,500,22741,2842.625,61,23241
27103,2,0,16944,2118,54,32621
38846,0,0,21941,2742.625,64,21941
41015,0,0,18378,2297.25,13,18378
40455,1,0,22909,2863.625,48,25629
11170,2,0,24135,3016.875,28,26235
4813,1,0,16863,2107.875,39,16863
27146,0,0,18339,2292.375,15,26955
53431,1,0,19108,2388.5,22,19108
3209,0,0,22079,2759.875,23,22079
36474,0,0,21103,2637.875,0,23972
34202,0,1191,22660,4532,22,91121
54296,0,0,16963,2120.375,46,20913
43475,0,0,16852,3370.4,0,16852
22592,2,0,20629,2578.625,21,22231
53563,0,0,21356,2669.5,38,21356
51023,0,0,16910,2113.75,121,19374
11787,0,0,14990,1873.75,628,14990
40634,1,0,19573,2446.625,9,19573
7073,1,0,22073,3678.833333,55,22073
28464,1,0,20353,2544.125,10,20851
62736,0,0,21222,2652.75,19,21222
